,ft_hash,topic,livefyre_id
3362,431ca3ac-5266-11e1-9f55-00144feabdc0,Trump,NDMxY2EzYWMtNTI2Ni0xMWUxLTlmNTUtMDAxNDRmZWFiZGMw
3363,01ed3c16-572a-11e1-869b-00144feabdc0,Trump,MDFlZDNjMTYtNTcyYS0xMWUxLTg2OWItMDAxNDRmZWFiZGMw
3364,7e32b9db-417c-3199-816e-7828de86260d,Trump,N2UzMmI5ZGItNDE3Yy0zMTk5LTgxNmUtNzgyOGRlODYyNjBk
3365,611b42f0-565d-11e1-a328-00144feabdc0,Trump,NjExYjQyZjAtNTY1ZC0xMWUxLWEzMjgtMDAxNDRmZWFiZGMw
3366,753794c-562f-11e1-8dfa-00144feabdc0,Trump,NzUzNzk0Yy01NjJmLTExZTEtOGRmYS0wMDE0NGZlYWJkYzA.
3368,90ea3644-50b3-11e1-8cdb-00144feabdc0,Trump,OTBlYTM2NDQtNTBiMy0xMWUxLThjZGItMDAxNDRmZWFiZGMw
3369,d6b0412-4e52-11e1-aa0b-00144feabdc0,Trump,ZDZiMDQxMi00ZTUyLTExZTEtYWEwYi0wMDE0NGZlYWJkYzA.
3370,b45a19c4-5346-11e1-aafd-00144feabdc0,Trump,YjQ1YTE5YzQtNTM0Ni0xMWUxLWFhZmQtMDAxNDRmZWFiZGMw
3371,972dbf8-406a-3fcd-ae59-c5674a741e18,Trump,OTcyZGJmOC00MDZhLTNmY2QtYWU1OS1jNTY3NGE3NDFlMTg.
3373,187ba8da-4cc8-11e1-8b08-00144feabdc0,Trump,MTg3YmE4ZGEtNGNjOC0xMWUxLThiMDgtMDAxNDRmZWFiZGMw
3374,36ea2262-48ed-11e1-954a-00144feabdc0,Trump,MzZlYTIyNjItNDhlZC0xMWUxLTk1NGEtMDAxNDRmZWFiZGMw
3375,337d5e68-4772-11e1-b847-00144feabdc0,Trump,MzM3ZDVlNjgtNDc3Mi0xMWUxLWI4NDctMDAxNDRmZWFiZGMw
3376,42ea056-4386-11e1-adda-00144feab49a,Trump,NDJlYTA1Ni00Mzg2LTExZTEtYWRkYS0wMDE0NGZlYWI0OWE.
3377,7fade26-43dd-11e1-9f28-00144feab49a,Trump,N2ZhZGUyNi00M2RkLTExZTEtOWYyOC0wMDE0NGZlYWI0OWE.
3378,db4b1c34-848a-3dce-9aac-9e4aeae1e49f,Trump,ZGI0YjFjMzQtODQ4YS0zZGNlLTlhYWMtOWU0YWVhZTFlNDlm
3379,ad4e9fd0-3d05-11e1-ae07-00144feabdc0,Trump,YWQ0ZTlmZDAtM2QwNS0xMWUxLWFlMDctMDAxNDRmZWFiZGMw
3380,2f0babbe-3e30-11e1-ac9b-00144feabdc0,Trump,MmYwYmFiYmUtM2UzMC0xMWUxLWFjOWItMDAxNDRmZWFiZGMw
3381,ff9e53b0-86c9-345c-a405-a53ba98ab0f8,Trump,ZmY5ZTUzYjAtODZjOS0zNDVjLWE0MDUtYTUzYmE5OGFiMGY4
3382,b8331922-3c7d-11e1-9bcc-00144feabdc0,Trump,YjgzMzE5MjItM2M3ZC0xMWUxLTliY2MtMDAxNDRmZWFiZGMw
3383,065dd456-3c39-11e1-8d38-00144feabdc0,Trump,MDY1ZGQ0NTYtM2MzOS0xMWUxLThkMzgtMDAxNDRmZWFiZGMw
3384,50900012-1f5b-11e1-ab49-00144feabdc0,Trump,NTA5MDAwMTItMWY1Yi0xMWUxLWFiNDktMDAxNDRmZWFiZGMw
3385,19897ebe-35f3-11e1-9f98-00144feabdc0,Trump,MTk4OTdlYmUtMzVmMy0xMWUxLTlmOTgtMDAxNDRmZWFiZGMw
3386,0e2cb2aa-384d-11e1-9f07-00144feabdc0,Trump,MGUyY2IyYWEtMzg0ZC0xMWUxLTlmMDctMDAxNDRmZWFiZGMw
3387,03511056-36db-11e1-b741-00144feabdc0,Trump,MDM1MTEwNTYtMzZkYi0xMWUxLWI3NDEtMDAxNDRmZWFiZGMw
3388,70821a32-362a-11e1-a3fa-00144feabdc0,Trump,NzA4MjFhMzItMzYyYS0xMWUxLWEzZmEtMDAxNDRmZWFiZGMw
3389,62ae9f52-27e3-11e1-9433-00144feabdc0,Trump,NjJhZTlmNTItMjdlMy0xMWUxLTk0MzMtMDAxNDRmZWFiZGMw
3390,fb4bab18-306e-11e1-b96f-00144feabdc0,Trump,ZmI0YmFiMTgtMzA2ZS0xMWUxLWI5NmYtMDAxNDRmZWFiZGMw
3391,d7e0f5c4-2719-11e1-b9ec-00144feabdc0,Trump,ZDdlMGY1YzQtMjcxOS0xMWUxLWI5ZWMtMDAxNDRmZWFiZGMw
3392,52d13a10-21ce-11e1-8b93-00144feabdc0,Trump,NTJkMTNhMTAtMjFjZS0xMWUxLThiOTMtMDAxNDRmZWFiZGMw
3393,63454518-2286-11e1-acdc-00144feabdc0,Trump,NjM0NTQ1MTgtMjI4Ni0xMWUxLWFjZGMtMDAxNDRmZWFiZGMw
3394,b4c875fa-21bd-11e1-8b93-00144feabdc0,Trump,YjRjODc1ZmEtMjFiZC0xMWUxLThiOTMtMDAxNDRmZWFiZGMw
3395,841ef7d4-15de-11e1-a691-00144feabdc0,Trump,ODQxZWY3ZDQtMTVkZS0xMWUxLWE2OTEtMDAxNDRmZWFiZGMw
3396,b5b137f0-21a8-11e1-a19f-00144feabdc0,Trump,YjViMTM3ZjAtMjFhOC0xMWUxLWExOWYtMDAxNDRmZWFiZGMw
3397,1247cbe-1d2a-11e1-a134-00144feabdc0,Trump,MTI0N2NiZS0xZDJhLTExZTEtYTEzNC0wMDE0NGZlYWJkYzA.
3398,39278634-211d-11e1-8a43-00144feabdc0,Trump,MzkyNzg2MzQtMjExZC0xMWUxLThhNDMtMDAxNDRmZWFiZGMw
3399,8faef4b4-1aa7-11e1-bc34-00144feabdc0,Trump,OGZhZWY0YjQtMWFhNy0xMWUxLWJjMzQtMDAxNDRmZWFiZGMw
3401,d1c15df0-1f53-11e1-90aa-00144feabdc0,Trump,ZDFjMTVkZjAtMWY1My0xMWUxLTkwYWEtMDAxNDRmZWFiZGMw
3402,1eab4b3e-1cf8-11e1-a134-00144feabdc0,Trump,MWVhYjRiM2UtMWNmOC0xMWUxLWExMzQtMDAxNDRmZWFiZGMw
3403,d8654476-1e83-11e1-a75f-00144feabdc0,Trump,ZDg2NTQ0NzYtMWU4My0xMWUxLWE3NWYtMDAxNDRmZWFiZGMw
3404,3897e360-1d05-11e1-a26a-00144feabdc0,Trump,Mzg5N2UzNjAtMWQwNS0xMWUxLWEyNmEtMDAxNDRmZWFiZGMw
3405,7814b3b4-1a7c-11e1-ae14-00144feabdc0,Trump,NzgxNGIzYjQtMWE3Yy0xMWUxLWFlMTQtMDAxNDRmZWFiZGMw
3406,0dd6bd10-1b73-11e1-8647-00144feabdc0,Trump,MGRkNmJkMTAtMWI3My0xMWUxLTg2NDctMDAxNDRmZWFiZGMw
3408,654f96a-15ef-11e1-b4b1-00144feabdc0,Trump,NjU0Zjk2YS0xNWVmLTExZTEtYjRiMS0wMDE0NGZlYWJkYzA.
3409,9346a712-1434-11e1-b07b-00144feabdc0,Trump,OTM0NmE3MTItMTQzNC0xMWUxLWIwN2ItMDAxNDRmZWFiZGMw
3410,25489b14-11f8-11e1-a114-00144feabdc0,Trump,MjU0ODliMTQtMTFmOC0xMWUxLWExMTQtMDAxNDRmZWFiZGMw
3411,ffbd7926-1087-11e1-8298-00144feabdc0,Trump,ZmZiZDc5MjYtMTA4Ny0xMWUxLTgyOTgtMDAxNDRmZWFiZGMw
3412,d923a296-11da-11e1-9d4d-00144feabdc0,Trump,ZDkyM2EyOTYtMTFkYS0xMWUxLTlkNGQtMDAxNDRmZWFiZGMw
3413,61354556-1030-11e1-8010-00144feabdc0,Trump,NjEzNTQ1NTYtMTAzMC0xMWUxLTgwMTAtMDAxNDRmZWFiZGMw
3414,8b4e930e-0957-11e1-a20c-00144feabdc0,Trump,OGI0ZTkzMGUtMDk1Ny0xMWUxLWEyMGMtMDAxNDRmZWFiZGMw
3415,3f5cc88c-0b21-11e1-ae56-00144feabdc0,Trump,M2Y1Y2M4OGMtMGIyMS0xMWUxLWFlNTYtMDAxNDRmZWFiZGMw
3416,938f18c-0bcd-11e1-9861-00144feabdc0,Trump,OTM4ZjE4Yy0wYmNkLTExZTEtOTg2MS0wMDE0NGZlYWJkYzA.
3417,f90ba554-03b1-11e1-bbc5-00144feabdc0,Trump,ZjkwYmE1NTQtMDNiMS0xMWUxLWJiYzUtMDAxNDRmZWFiZGMw
3418,69de2d43-b565-34a9-9b09-8cf90ecb1cdd,Trump,NjlkZTJkNDMtYjU2NS0zNGE5LTliMDktOGNmOTBlY2IxY2Rk
3419,f8fbe8a-0542-11e1-a3d1-00144feabdc0,Trump,ZjhmYmU4YS0wNTQyLTExZTEtYTNkMS0wMDE0NGZlYWJkYzA.
3420,1a13104-057a-11e1-8eaa-00144feabdc0,Trump,MWExMzEwNC0wNTdhLTExZTEtOGVhYS0wMDE0NGZlYWJkYzA.
3421,dc0ba8de-03e6-11e1-864e-00144feabdc0,Trump,ZGMwYmE4ZGUtMDNlNi0xMWUxLTg2NGUtMDAxNDRmZWFiZGMw
3422,6db96fac-0174-11e1-ae24-00144feabdc0,Trump,NmRiOTZmYWMtMDE3NC0xMWUxLWFlMjQtMDAxNDRmZWFiZGMw
3423,99211db1-8bf1-34aa-90d9-c85bf5e371,Trump,OTkyMTFkYjEtOGJmMS0zNGFhLTkwZDktYzg1YmY1ZTM3MQ..
3424,3dc585f6-ffb7-11e0-89ce-00144feabdc0,Trump,M2RjNTg1ZjYtZmZiNy0xMWUwLTg5Y2UtMDAxNDRmZWFiZGMw
3425,3a20fc04-fe37-11e0-a1eb-00144feabdc0,Trump,M2EyMGZjMDQtZmUzNy0xMWUwLWExZWItMDAxNDRmZWFiZGMw
3426,674ce352-fb56-11e0-8df6-00144feab49a,Trump,Njc0Y2UzNTItZmI1Ni0xMWUwLThkZjYtMDAxNDRmZWFiNDlh
3427,b5f236be-fc01-11e0-b1d8-00144feab49a,Trump,YjVmMjM2YmUtZmMwMS0xMWUwLWIxZDgtMDAxNDRmZWFiNDlh
3428,4ff949c2-f0f0-11e0-bad9-00144feab49a,Trump,NGZmOTQ5YzItZjBmMC0xMWUwLWJhZDktMDAxNDRmZWFiNDlh
3429,5add25e-988c-37bf-a59a-8541d82c0006,Trump,NWFkZDI1ZS05ODhjLTM3YmYtYTU5YS04NTQxZDgyYzAwMDY.
3430,21fa6bce-f7c5-11e0-a419-00144feab49a,Trump,MjFmYTZiY2UtZjdjNS0xMWUwLWE0MTktMDAxNDRmZWFiNDlh
3431,0c1418c-f526-11e0-9023-00144feab49a,Trump,MGMxNDE4Yy1mNTI2LTExZTAtOTAyMy0wMDE0NGZlYWI0OWE.
3432,68057bfc-f024-11e0-977b-00144feab49a,Trump,NjgwNTdiZmMtZjAyNC0xMWUwLTk3N2ItMDAxNDRmZWFiNDlh
3433,7db15796-f353-11e0-b11b-00144feab49a,Trump,N2RiMTU3OTYtZjM1My0xMWUwLWIxMWItMDAxNDRmZWFiNDlh
3434,f073b8c-ef7e-11e0-941e-00144feab49a,Trump,ZjA3M2I4Yy1lZjdlLTExZTAtOTQxZS0wMDE0NGZlYWI0OWE.
3435,a5e712c0-ef69-11e0-bc88-00144feab49a,Trump,YTVlNzEyYzAtZWY2OS0xMWUwLWJjODgtMDAxNDRmZWFiNDlh
3436,f5beceae-eeb6-11e0-959a-00144feab49a,Trump,ZjViZWNlYWUtZWViNi0xMWUwLTk1OWEtMDAxNDRmZWFiNDlh
3437,4774e8c6-eec8-11e0-959a-00144feab49a,Trump,NDc3NGU4YzYtZWVjOC0xMWUwLTk1OWEtMDAxNDRmZWFiNDlh
3438,969920-e868-11e0-8f05-00144feab49a,Trump,OTY5OTIwLWU4NjgtMTFlMC04ZjA1LTAwMTQ0ZmVhYjQ5YQ..
3439,0b311cc8-e918-11e0-9817-00144feab49a,Trump,MGIzMTFjYzgtZTkxOC0xMWUwLTk4MTctMDAxNDRmZWFiNDlh
3440,b7e57ff0-e38b-11e0-8f47-00144feabdc0,Trump,YjdlNTdmZjAtZTM4Yi0xMWUwLThmNDctMDAxNDRmZWFiZGMw
3441,395d1b0-e075-11e0-bd01-00144feabdc0,Trump,Mzk1ZDFiMC1lMDc1LTExZTAtYmQwMS0wMDE0NGZlYWJkYzA.
3442,32e0eb18-e26f-11e0-9915-00144feabdc0,Trump,MzJlMGViMTgtZTI2Zi0xMWUwLTk5MTUtMDAxNDRmZWFiZGMw
3443,3949ca1c-e5d8-11e0-8e99-00144feabdc0,Trump,Mzk0OWNhMWMtZTVkOC0xMWUwLThlOTktMDAxNDRmZWFiZGMw
3444,bf6fb602-e4f6-11e0-9aa8-00144feabdc0,Trump,YmY2ZmI2MDItZTRmNi0xMWUwLTlhYTgtMDAxNDRmZWFiZGMw
3445,502ab0ec-e430-11e0-b4e9-00144feabdc0,Trump,NTAyYWIwZWMtZTQzMC0xMWUwLWI0ZTktMDAxNDRmZWFiZGMw
3446,8906bcc4-d311-11e0-9aae-00144feab49a,Trump,ODkwNmJjYzQtZDMxMS0xMWUwLTlhYWUtMDAxNDRmZWFiNDlh
3447,fd38aa4-d875-11e0-8f0a-00144feabdc0,Trump,ZmQzOGFhNC1kODc1LTExZTAtOGYwYS0wMDE0NGZlYWJkYzA.
3448,273e0de6-d260-11e0-9137-00144feab49a,Trump,MjczZTBkZTYtZDI2MC0xMWUwLTkxMzctMDAxNDRmZWFiNDlh
3449,61ec006-cef8-11e0-86c5-00144feabdc0,Trump,NjFlYzAwNi1jZWY4LTExZTAtODZjNS0wMDE0NGZlYWJkYzA.
3450,4f53db06-cfec-11e0-a1de-00144feabdc0,Trump,NGY1M2RiMDYtY2ZlYy0xMWUwLWExZGUtMDAxNDRmZWFiZGMw
3451,413026-cdfd-11e0-a409-00144feabdc0,Trump,NDEzMDI2LWNkZmQtMTFlMC1hNDA5LTAwMTQ0ZmVhYmRjMA..
3452,5a1d0898-ccd9-11e0-88fe-00144feabdc0,Trump,NWExZDA4OTgtY2NkOS0xMWUwLTg4ZmUtMDAxNDRmZWFiZGMw
3453,f3cc684-c998-11e0-9eb8-00144feabdc0,Trump,ZjNjYzY4NC1jOTk4LTExZTAtOWViOC0wMDE0NGZlYWJkYzA.
3454,19cc81e6-c997-11e0-9eb8-00144feabdc0,Trump,MTljYzgxZTYtYzk5Ny0xMWUwLTllYjgtMDAxNDRmZWFiZGMw
3455,4c8b2a44-c823-11e0-9852-00144feabdc0,Trump,NGM4YjJhNDQtYzgyMy0xMWUwLTk4NTItMDAxNDRmZWFiZGMw
3457,7ba303f8-c673-11e0-bb50-00144feabdc0,Trump,N2JhMzAzZjgtYzY3My0xMWUwLWJiNTAtMDAxNDRmZWFiZGMw
3458,63bf4174-c165-11e0-b8c2-00144feabdc0,Trump,NjNiZjQxNzQtYzE2NS0xMWUwLWI4YzItMDAxNDRmZWFiZGMw
3459,194a83f8-c370-11e0-b163-00144feabdc0,Trump,MTk0YTgzZjgtYzM3MC0xMWUwLWIxNjMtMDAxNDRmZWFiZGMw
3461,21a307d6-bec6-11e0-a36b-00144feabdc0,Trump,MjFhMzA3ZDYtYmVjNi0xMWUwLWEzNmItMDAxNDRmZWFiZGMw
3462,b7a8dd08-bea5-11e0-ab21-00144feabdc0,Trump,YjdhOGRkMDgtYmVhNS0xMWUwLWFiMjEtMDAxNDRmZWFiZGMw
3463,1dcde865-9936-32f6-9e84-1c7311a92258,Trump,MWRjZGU4NjUtOTkzNi0zMmY2LTllODQtMWM3MzExYTkyMjU4
3464,98656e2c-bdf9-11e0-ab9f-00144feabdc0,Trump,OTg2NTZlMmMtYmRmOS0xMWUwLWFiOWYtMDAxNDRmZWFiZGMw
3465,37ae8c4a-bdda-11e0-babc-00144feabdc0,Trump,MzdhZThjNGEtYmRkYS0xMWUwLWJhYmMtMDAxNDRmZWFiZGMw
3466,66032456-b2e6-11e0-86b8-00144feabdc0,Trump,NjYwMzI0NTYtYjJlNi0xMWUwLTg2YjgtMDAxNDRmZWFiZGMw
3467,f4f40ba2-b12a-11e0-a43e-00144feab49a,Trump,ZjRmNDBiYTItYjEyYS0xMWUwLWE0M2UtMDAxNDRmZWFiNDlh
3468,ada6aef6-b807-11e0-8868-00144feabdc0,Trump,YWRhNmFlZjYtYjgwNy0xMWUwLTg4NjgtMDAxNDRmZWFiZGMw
3469,d7001636-b6b1-11e0-ae1f-00144feabdc0,Trump,ZDcwMDE2MzYtYjZiMS0xMWUwLWFlMWYtMDAxNDRmZWFiZGMw
3470,39593da7-3de2-3117-b99c-366005ddc6a7,Trump,Mzk1OTNkYTctM2RlMi0zMTE3LWI5OWMtMzY2MDA1ZGRjNmE3
3471,8eb9a7a0-b7cb-11e0-8868-00144feabdc0,Trump,OGViOWE3YTAtYjdjYi0xMWUwLTg4NjgtMDAxNDRmZWFiZGMw
3473,2c9ad837-6023-340b-bf49-4bf74dfb1c49,Trump,MmM5YWQ4MzctNjAyMy0zNDBiLWJmNDktNGJmNzRkZmIxYzQ5
3474,640c787e-dd1d-37ce-9934-a03b64562aad,Trump,NjQwYzc4N2UtZGQxZC0zN2NlLTk5MzQtYTAzYjY0NTYyYWFk
3475,94e13438-a243-11e0-bb06-00144feabdc0,Trump,OTRlMTM0MzgtYTI0My0xMWUwLWJiMDYtMDAxNDRmZWFiZGMw
3477,b160ca7c-6041-3391-a10a-69a2ab06431b,Trump,YjE2MGNhN2MtNjA0MS0zMzkxLWExMGEtNjlhMmFiMDY0MzFi
3478,f6d9b53c-a763-11e0-beda-00144feabdc0,Trump,ZjZkOWI1M2MtYTc2My0xMWUwLWJlZGEtMDAxNDRmZWFiZGMw
3479,d0ca2f6-a693-11e0-9538-00144feabdc0,Trump,ZDBjYTJmNi1hNjkzLTExZTAtOTUzOC0wMDE0NGZlYWJkYzA.
3480,dfcd7082-a410-11e0-8b4f-00144feabdc0,Trump,ZGZjZDcwODItYTQxMC0xMWUwLThiNGYtMDAxNDRmZWFiZGMw
3481,2dbbf212-a40e-11e0-8b4f-00144feabdc0,Trump,MmRiYmYyMTItYTQwZS0xMWUwLThiNGYtMDAxNDRmZWFiZGMw
3482,0d15b801-105e-3720-8f32-8d5e0515f85,Trump,MGQxNWI4MDEtMTA1ZS0zNzIwLThmMzItOGQ1ZTA1MTVmODU.
3483,79adfe60-3ec4-32c5-802a-510ca3b9ef4d,Trump,NzlhZGZlNjAtM2VjNC0zMmM1LTgwMmEtNTEwY2EzYjllZjRk
3484,ad813f5a-a307-11e0-a9a4-00144feabdc0,Trump,YWQ4MTNmNWEtYTMwNy0xMWUwLWE5YTQtMDAxNDRmZWFiZGMw
3485,7107678d-540a-3b47-b9ab-2787d1c451b1,Trump,NzEwNzY3OGQtNTQwYS0zYjQ3LWI5YWItMjc4N2QxYzQ1MWIx
3486,ab426e5a-a0f3-11e0-adae-00144feabdc0,Trump,YWI0MjZlNWEtYTBmMy0xMWUwLWFkYWUtMDAxNDRmZWFiZGMw
3487,7c2a44c6-9db5-11e0-b30c-00144feabdc0,Trump,N2MyYTQ0YzYtOWRiNS0xMWUwLWIzMGMtMDAxNDRmZWFiZGMw
3488,124ac3c4-9b6b-11e0-bbc6-00144feabdc0,Trump,MTI0YWMzYzQtOWI2Yi0xMWUwLWJiYzYtMDAxNDRmZWFiZGMw
3489,20365360-9678-11e0-afc5-00144feab49a,Trump,MjAzNjUzNjAtOTY3OC0xMWUwLWFmYzUtMDAxNDRmZWFiNDlh
3490,d979b9b8-98fb-11e0-acd2-00144feab49a,Trump,ZDk3OWI5YjgtOThmYi0xMWUwLWFjZDItMDAxNDRmZWFiNDlh
3491,4f39c196-97af-11e0-9c37-00144feab49a,Trump,NGYzOWMxOTYtOTdhZi0xMWUwLTljMzctMDAxNDRmZWFiNDlh
3492,9590300e-979f-11e0-9c37-00144feab49a,Trump,OTU5MDMwMGUtOTc5Zi0xMWUwLTljMzctMDAxNDRmZWFiNDlh
3493,1b9e7d3a-9774-11e0-af13-00144feab49a,Trump,MWI5ZTdkM2EtOTc3NC0xMWUwLWFmMTMtMDAxNDRmZWFiNDlh
3495,110f560-93ce-11e0-922e-00144feab49a,Trump,MTEwZjU2MC05M2NlLTExZTAtOTIyZS0wMDE0NGZlYWI0OWE.
3496,009819a8-91ff-11e0-b8c1-00144feab49a,Trump,MDA5ODE5YTgtOTFmZi0xMWUwLWI4YzEtMDAxNDRmZWFiNDlh
3497,b503b2b8-923a-11e0-9e00-00144feab49a,Trump,YjUwM2IyYjgtOTIzYS0xMWUwLTllMDAtMDAxNDRmZWFiNDlh
3498,7a4b09ee-9345-11e0-a038-00144feab49a,Trump,N2E0YjA5ZWUtOTM0NS0xMWUwLWEwMzgtMDAxNDRmZWFiNDlh
3499,21d340a4-8e10-11e0-bee5-00144feab49a,Trump,MjFkMzQwYTQtOGUxMC0xMWUwLWJlZTUtMDAxNDRmZWFiNDlh
3500,822cb18e-8dd3-11e0-a0c4-00144feab49a,Trump,ODIyY2IxOGUtOGRkMy0xMWUwLWEwYzQtMDAxNDRmZWFiNDlh
3501,b2c34328-87c8-11e0-a6de-00144feabdc0,Trump,YjJjMzQzMjgtODdjOC0xMWUwLWE2ZGUtMDAxNDRmZWFiZGMw
3502,7d562854-87aa-11e0-af98-00144feabdc0,Trump,N2Q1NjI4NTQtODdhYS0xMWUwLWFmOTgtMDAxNDRmZWFiZGMw
3503,db73fdbe-848d-11e0-afcb-00144feabdc0,Trump,ZGI3M2ZkYmUtODQ4ZC0xMWUwLWFmY2ItMDAxNDRmZWFiZGMw
3504,277c7898-81a6-11e0-8a54-00144feabdc0,Trump,Mjc3Yzc4OTgtODFhNi0xMWUwLThhNTQtMDAxNDRmZWFiZGMw
3505,9c661692-cc6b-3a5a-aa56-94f8af2af96,Trump,OWM2NjE2OTItY2M2Yi0zYTVhLWFhNTYtOTRmOGFmMmFmOTY.
3506,339d4eee-7f5e-11e0-b239-00144feabdc0,Trump,MzM5ZDRlZWUtN2Y1ZS0xMWUwLWIyMzktMDAxNDRmZWFiZGMw
3507,494401e4-7ff3-11e0-b018-00144feabdc0,Trump,NDk0NDAxZTQtN2ZmMy0xMWUwLWIwMTgtMDAxNDRmZWFiZGMw
3508,f34e24f8-7ff3-11e0-b018-00144feabdc0,Trump,ZjM0ZTI0ZjgtN2ZmMy0xMWUwLWIwMTgtMDAxNDRmZWFiZGMw
3509,37473acc-7f28-11e0-b239-00144feabdc0,Trump,Mzc0NzNhY2MtN2YyOC0xMWUwLWIyMzktMDAxNDRmZWFiZGMw
3510,0fbcc2d4-7f18-11e0-b239-00144feabdc0,Trump,MGZiY2MyZDQtN2YxOC0xMWUwLWIyMzktMDAxNDRmZWFiZGMw
3511,d181e4dc-7ea3-11e0-9e98-00144feabdc0,Trump,ZDE4MWU0ZGMtN2VhMy0xMWUwLTllOTgtMDAxNDRmZWFiZGMw
3512,8bf4827e-7ce3-11e0-a7c7-00144feabdc0,Trump,OGJmNDgyN2UtN2NlMy0xMWUwLWE3YzctMDAxNDRmZWFiZGMw
3513,0738cf9e-7d75-11e0-bc41-00144feabdc0,Trump,MDczOGNmOWUtN2Q3NS0xMWUwLWJjNDEtMDAxNDRmZWFiZGMw
3514,8ef2255e-7c01-11e0-9b16-00144feabdc0,Trump,OGVmMjI1NWUtN2MwMS0xMWUwLTliMTYtMDAxNDRmZWFiZGMw
3515,629ccb62-7bf7-11e0-9b16-00144feabdc0,Trump,NjI5Y2NiNjItN2JmNy0xMWUwLTliMTYtMDAxNDRmZWFiZGMw
3516,5335bccc-7b31-11e0-9b06-00144feabdc0,Trump,NTMzNWJjY2MtN2IzMS0xMWUwLTliMDYtMDAxNDRmZWFiZGMw
3517,32db7088-7a8d-11e0-8762-00144feabdc0,Trump,MzJkYjcwODgtN2E4ZC0xMWUwLTg3NjItMDAxNDRmZWFiZGMw
3518,25997818-77c0-11e0-ab46-00144feabdc0,Trump,MjU5OTc4MTgtNzdjMC0xMWUwLWFiNDYtMDAxNDRmZWFiZGMw
3519,7b9769f0-7766-11e0-824c-00144feabdc0,Trump,N2I5NzY5ZjAtNzc2Ni0xMWUwLTgyNGMtMDAxNDRmZWFiZGMw
3520,85a3c5ba-7766-11e0-824c-00144feabdc0,Trump,ODVhM2M1YmEtNzc2Ni0xMWUwLTgyNGMtMDAxNDRmZWFiZGMw
3521,dd74b962-780f-11e0-b90e-00144feabdc0,Trump,ZGQ3NGI5NjItNzgwZi0xMWUwLWI5MGUtMDAxNDRmZWFiZGMw
3522,3414bda8-777f-11e0-824c-00144feabdc0,Trump,MzQxNGJkYTgtNzc3Zi0xMWUwLTgyNGMtMDAxNDRmZWFiZGMw
3523,573e6704-775f-11e0-824c-00144feabdc0,Trump,NTczZTY3MDQtNzc1Zi0xMWUwLTgyNGMtMDAxNDRmZWFiZGMw
3524,9177b1d0-7739-11e0-aed6-00144feabdc0,Trump,OTE3N2IxZDAtNzczOS0xMWUwLWFlZDYtMDAxNDRmZWFiZGMw
3525,a4e59fda-6b49-11e0-9be1-00144feab49a,Trump,YTRlNTlmZGEtNmI0OS0xMWUwLTliZTEtMDAxNDRmZWFiNDlh
3526,6a92b7d4-74d4-11e0-a4b7-00144feabdc0,Trump,NmE5MmI3ZDQtNzRkNC0xMWUwLWE0YjctMDAxNDRmZWFiZGMw
3527,9dda7de-72a8-11e0-96cd-00144feabdc0,Trump,OWRkYTdkZS03MmE4LTExZTAtOTZjZC0wMDE0NGZlYWJkYzA.
3528,9cc9bc36-7284-11e0-96bf-00144feabdc0,Trump,OWNjOWJjMzYtNzI4NC0xMWUwLTk2YmYtMDAxNDRmZWFiZGMw
3529,9673d29c-7011-11e0-8591-00144feabdc0,Trump,OTY3M2QyOWMtNzAxMS0xMWUwLTg1OTEtMDAxNDRmZWFiZGMw
3531,af9b20a8-711b-11e0-acf5-00144feabdc0,Trump,YWY5YjIwYTgtNzExYi0xMWUwLWFjZjUtMDAxNDRmZWFiZGMw
3532,76880c16-70dc-11e0-9b1d-00144feabdc0,Trump,NzY4ODBjMTYtNzBkYy0xMWUwLTliMWQtMDAxNDRmZWFiZGMw
3533,5c529ac6-70fc-11e0-962a-00144feabdc0,Trump,NWM1MjlhYzYtNzBmYy0xMWUwLTk2MmEtMDAxNDRmZWFiZGMw
3534,3102d6b2-70c8-11e0-9b1d-00144feabdc0,Trump,MzEwMmQ2YjItNzBjOC0xMWUwLTliMWQtMDAxNDRmZWFiZGMw
3535,14585ec2-7025-11e0-bea7-00144feabdc0,Trump,MTQ1ODVlYzItNzAyNS0xMWUwLWJlYTctMDAxNDRmZWFiZGMw
3536,5630aad0-6c37-11e0-a049-00144feab49a,Trump,NTYzMGFhZDAtNmMzNy0xMWUwLWEwNDktMDAxNDRmZWFiNDlh
3537,fdea6300-6e9a-11e0-a13b-00144feabdc0,Trump,ZmRlYTYzMDAtNmU5YS0xMWUwLWExM2ItMDAxNDRmZWFiZGMw
3538,13be4162-6d09-11e0-83fe-00144feab49a,Trump,MTNiZTQxNjItNmQwOS0xMWUwLTgzZmUtMDAxNDRmZWFiNDlh
3539,b40b23c8-68a0-11e0-81c3-00144feab49a,Trump,YjQwYjIzYzgtNjhhMC0xMWUwLTgxYzMtMDAxNDRmZWFiNDlh
3540,f88952d2-69a8-11e0-826b-00144feab49a,Trump,Zjg4OTUyZDItNjlhOC0xMWUwLTgyNmItMDAxNDRmZWFiNDlh
3541,3b6d2c60-6911-11e0-9040-00144feab49a,Trump,M2I2ZDJjNjAtNjkxMS0xMWUwLTkwNDAtMDAxNDRmZWFiNDlh
3542,8c54278-6790-11e0-9138-00144feab49a,Trump,OGM1NDI3OC02NzkwLTExZTAtOTEzOC0wMDE0NGZlYWI0OWE.
